"atlas","method","panel","group","score","n_cells"
"tabula","JASMINE","full61","club cell",0.425670712756494,200
"tabula","JASMINE","full61","conjunctival epithelial cell",0.423900415817578,200
"tabula","JASMINE","full61","corneal epithelial cell",0.404410057009363,200
"tabula","JASMINE","full61","duct epithelial cell",0.449974649421303,200
"tabula","JASMINE","full61","endothelial cell",0.460533821325819,200
"tabula","JASMINE","full61","endothelial cell of artery",0.467047666876092,200
"tabula","JASMINE","full61","endothelial cell of lymphatic vessel",0.445035530420461,200
"tabula","JASMINE","full61","endothelial cell of vascular tree",0.424163868356227,200
"tabula","JASMINE","full61","enterocyte of epithelium of large intestine",0.409674862756266,200
"tabula","JASMINE","full61","enterocyte of epithelium proper of duodenum",0.448573169871331,200
"tabula","JASMINE","full61","enterocyte of epithelium proper of ileum",0.455187834282823,200
"tabula","JASMINE","full61","enterocyte of epithelium proper of small intestine",0.404403368826032,200
"tabula","JASMINE","full61","enteroglial cell",0.454808645228251,200
"tabula","JASMINE","full61","epithelial cell",0.401150715412951,200
"tabula","JASMINE","full61","epithelial cell of uterus",0.417744572618348,200
"tabula","JASMINE","full61","erythrocyte",0.304002735875973,200
"tabula","JASMINE","full61","erythroid progenitor cell",0.418674813741995,200
"tabula","JASMINE","full61","eye photoreceptor cell",0.382961814036638,200
"tabula","JASMINE","full61","fibroblast",0.435124351640568,200
"tabula","JASMINE","full61","fibroblast of breast",0.434970525544256,200
"tabula","JASMINE","full61","fibroblast of cardiac tissue",0.46634834578379,200
"tabula","JASMINE","full61","gamma-delta T cell",0.491490128415211,200
"tabula","JASMINE","full61","granulocyte",0.477981941711977,200
"tabula","JASMINE","full61","hematopoietic precursor cell",0.50515441882814,200
"tabula","JASMINE","full61","hematopoietic stem cell",0.474345422046749,200
"tabula","JASMINE","full61","hepatocyte",0.388460967495353,200
"tabula","JASMINE","full61","innate lymphoid cell",0.425061452312257,200
"tabula","JASMINE","full61","intermediate monocyte",0.518491885345592,200
"tabula","JASMINE","full61","intestinal crypt stem cell of colon",0.430507030646874,200
"tabula","JASMINE","full61","intestinal crypt stem cell of small intestine",0.431731023740564,200
"tabula","JASMINE","full61","intrahepatic cholangiocyte",0.410687116688721,200
"tabula","JASMINE","full61","keratocyte",0.442123115515458,200
"tabula","JASMINE","full61","kidney epithelial cell",0.413758499664495,200
"tabula","JASMINE","full61","large intestine goblet cell",0.435898784787563,200
"tabula","JASMINE","full61","luminal cell of prostate epithelium",0.417246992001043,200
"tabula","JASMINE","full61","luminal epithelial cell of mammary gland",0.420649869698783,200
"tabula","JASMINE","full61","lung multiciliated epithelial cell",0.41785564040965,200
"tabula","JASMINE","full61","macrophage",0.480849649652437,200
"tabula","JASMINE","full61","mast cell",0.473863589339941,200
"tabula","JASMINE","full61","mature NK T cell",0.487243377067307,200
"tabula","JASMINE","full61","mesenchymal stem cell",0.438910376386688,200
"tabula","JASMINE","full61","mesenchymal stem cell of adipose tissue",0.431499827962104,200
"tabula","JASMINE","full61","monocyte",0.518502075638725,200
"tabula","JASMINE","full61","mononuclear phagocyte",0.487895833836568,200
"tabula","JASMINE","full61","Mueller cell",0.414803657186127,200
"tabula","JASMINE","full61","multiciliated columnar cell of tracheobronchial tree",0.397394041579367,200
"tabula","JASMINE","full61","mural cell",0.510779921536253,200
"tabula","JASMINE","full61","myeloid dendritic cell",0.469080493855299,200
"tabula","JASMINE","full61","myeloid leukocyte",0.472972416417971,200
"tabula","JASMINE","full61","myofibroblast cell",0.48301862748221,200
"tabula","JASMINE","full61","myometrial cell",0.485621560308547,200
"tabula","JASMINE","full61","naive thymus-derived CD4-positive, alpha-beta T cell",0.457379383450899,200
"tabula","JASMINE","full61","naive thymus-derived CD8-positive, alpha-beta T cell",0.476606492438651,200
"tabula","JASMINE","full61","natural killer cell",0.496346955839934,200
"tabula","JASMINE","full61","neutrophil",0.537940249406438,200
"tabula","JASMINE","full61","non-classical monocyte",0.508047256692156,200
"tabula","JASMINE","full61","pancreatic acinar cell",0.425023817763517,200
"tabula","JASMINE","full61","pancreatic ductal cell",0.47289879484587,200
"tabula","JASMINE","full61","paneth cell of epithelium of small intestine",0.453763756955271,200
"tabula","JASMINE","full61","pericyte",0.494055304293546,200
"tabula","JASMINE","full61","plasma cell",0.389382565376071,200
"tabula","JASMINE","full61","progenitor cell of mammary luminal epithelium",0.383143460534435,200
"tabula","JASMINE","full61","pulmonary alveolar type 1 cell",0.422306949082095,200
"tabula","JASMINE","full61","pulmonary alveolar type 2 cell",0.450258184160743,200
"tabula","JASMINE","full61","regular atrial cardiac myocyte",0.456430180416092,200
"tabula","JASMINE","full61","regulatory T cell",0.435197570485374,200
"tabula","JASMINE","full61","respiratory tract goblet cell",0.42093436998553,200
"tabula","JASMINE","full61","retinal blood vessel endothelial cell",0.451978841049403,200
"tabula","JASMINE","full61","salivary gland cell",0.415653932367459,200
"tabula","JASMINE","full61","skeletal muscle satellite stem cell",0.401205736679943,200
"tabula","JASMINE","full61","small intestine goblet cell",0.439699597100416,200
"tabula","JASMINE","full61","smooth muscle cell",0.478797707898271,200
"tabula","JASMINE","full61","spermatid",0.389851167116989,200
"tabula","JASMINE","full61","spermatocyte",0.379215739003014,200
"tabula","JASMINE","full61","stratified squamous epithelial cell",0.401414240241393,200
"tabula","JASMINE","full61","stromal cell",0.420258357314485,200
"tabula","JASMINE","full61","stromal cell of ovary",0.418155937017768,200
"tabula","JASMINE","full61","T cell",0.466892959516042,200
"tabula","JASMINE","full61","theca cell",0.450875039125336,200
"tabula","JASMINE","full61","thymic fibroblast type 1",0.42635599585352,200
"tabula","JASMINE","full61","thymic fibroblast type 2",0.43478803040164,200
"tabula","JASMINE","full61","tissue-resident macrophage",0.473719346777477,200
"tabula","JASMINE","full61","vascular associated smooth muscle cell",0.466047310972706,200
"tabula","JASMINE","full61","vein endothelial cell",0.444445022599331,200
"tabula","JASMINE","full61","ventricular cardiac muscle cell",0.443658086349685,200
"tabula","ssGSEA","minimal8","acinar cell",21111.5057347831,200
"tabula","ssGSEA","minimal8","acinar cell of salivary gland",20134.9237903404,200
"tabula","ssGSEA","minimal8","activated CD4-positive, alpha-beta T cell",20543.4689349765,200
"tabula","ssGSEA","minimal8","activated CD8-positive, alpha-beta T cell",20622.0940563491,200
"tabula","ssGSEA","minimal8","adventitial cell",19754.8300639421,200
"tabula","ssGSEA","minimal8","alveolar adventitial fibroblast",20496.6198707451,200
"tabula","ssGSEA","minimal8","B cell",20361.4534376767,200
"tabula","ssGSEA","minimal8","basal cell",19997.1529669102,200
"tabula","ssGSEA","minimal8","basal cell of prostate epithelium",19924.4226878199,200
"tabula","ssGSEA","minimal8","basophil",20740.3497997147,200
"tabula","ssGSEA","minimal8","BEST4+ enterocyte",21750.9724992286,200
"tabula","ssGSEA","minimal8","bladder urothelial cell",19663.0414488713,200
"tabula","ssGSEA","minimal8","blood vessel smooth muscle cell",21219.9678757603,200
"tabula","ssGSEA","minimal8","capillary endothelial cell",20610.7976952992,200
"tabula","ssGSEA","minimal8","cardiac endothelial cell",20682.1587626181,200
"tabula","ssGSEA","minimal8","CD4-positive, alpha-beta T cell",20521.1312894666,200
"tabula","ssGSEA","minimal8","CD4-positive, alpha-beta thymocyte",20480.5161349333,200
"tabula","ssGSEA","minimal8","CD8-positive, alpha-beta T cell",20472.5374032104,200
"tabula","ssGSEA","minimal8","CD8-positive, alpha-beta thymocyte",20409.7668220646,200
"tabula","ssGSEA","minimal8","classical monocyte",19942.6742189454,200
"tabula","ssGSEA","minimal8","club cell",19903.2301191533,200
"tabula","ssGSEA","minimal8","conjunctival epithelial cell",20398.4351594112,200
"tabula","ssGSEA","minimal8","corneal epithelial cell",20254.1563952886,200
"tabula","ssGSEA","minimal8","duct epithelial cell",19202.0753361689,200
"tabula","ssGSEA","minimal8","endothelial cell",20179.2682338395,200
"tabula","ssGSEA","minimal8","endothelial cell of artery",20269.4392459959,200
"tabula","ssGSEA","minimal8","endothelial cell of lymphatic vessel",20348.7540971392,200
"tabula","ssGSEA","minimal8","endothelial cell of vascular tree",20300.9198143483,200
"tabula","ssGSEA","minimal8","enterocyte of epithelium of large intestine",20687.6106742687,200
"tabula","ssGSEA","minimal8","enterocyte of epithelium proper of duodenum",20908.5893470229,200
"tabula","ssGSEA","minimal8","enterocyte of epithelium proper of ileum",20531.9009498338,200
"tabula","ssGSEA","minimal8","enterocyte of epithelium proper of small intestine",20984.2500505792,200
"tabula","ssGSEA","minimal8","enteroglial cell",20479.2058310187,200
"tabula","ssGSEA","minimal8","epithelial cell",20307.1180326894,200
"tabula","ssGSEA","minimal8","epithelial cell of uterus",20188.5024885032,200
"tabula","ssGSEA","minimal8","erythrocyte",21250.4575771536,200
"tabula","ssGSEA","minimal8","erythroid progenitor cell",19294.7221952333,200
"tabula","ssGSEA","minimal8","eye photoreceptor cell",20176.2054489298,200
"tabula","ssGSEA","minimal8","fibroblast",20322.5339327652,200
"tabula","ssGSEA","minimal8","fibroblast of breast",20445.4632526387,200
"tabula","ssGSEA","minimal8","fibroblast of cardiac tissue",20463.5610204561,200
"tabula","ssGSEA","minimal8","gamma-delta T cell",20512.6798745607,200
"tabula","ssGSEA","minimal8","granulocyte",20982.5491741052,200
"tabula","ssGSEA","minimal8","hematopoietic precursor cell",19699.1200302907,200
"tabula","ssGSEA","minimal8","hematopoietic stem cell",20010.6194001346,200
"tabula","ssGSEA","minimal8","hepatocyte",20853.9523464966,200
"tabula","ssGSEA","minimal8","innate lymphoid cell",20775.5996977955,200
"tabula","ssGSEA","minimal8","intermediate monocyte",19878.4702688463,200
"tabula","ssGSEA","minimal8","intestinal crypt stem cell of colon",19875.2190559351,200
"tabula","ssGSEA","minimal8","intestinal crypt stem cell of small intestine",20612.2982399198,200
"tabula","ssGSEA","minimal8","intrahepatic cholangiocyte",20760.940699731,200
"tabula","ssGSEA","minimal8","keratocyte",19995.3331365943,200
"tabula","ssGSEA","minimal8","kidney epithelial cell",20583.0081735731,200
"tabula","ssGSEA","minimal8","large intestine goblet cell",20570.2759041148,200
"tabula","ssGSEA","minimal8","luminal cell of prostate epithelium",20311.5446774833,200
"tabula","ssGSEA","minimal8","luminal epithelial cell of mammary gland",19865.6055127516,200
"tabula","ssGSEA","minimal8","lung multiciliated epithelial cell",19654.5682261527,200
"tabula","ssGSEA","minimal8","macrophage",19886.4582554648,200
"tabula","ssGSEA","minimal8","mast cell",20821.64670121,200
"tabula","ssGSEA","minimal8","mature NK T cell",20346.4498144341,200
"tabula","ssGSEA","minimal8","mesenchymal stem cell",20257.9683229553,200
"tabula","ssGSEA","minimal8","mesenchymal stem cell of adipose tissue",19943.0061554824,200
"tabula","ssGSEA","minimal8","monocyte",20038.1867997338,200
"tabula","ssGSEA","minimal8","mononuclear phagocyte",20052.123855792,200
"tabula","ssGSEA","minimal8","Mueller cell",21105.8416048137,200
"tabula","ssGSEA","minimal8","multiciliated columnar cell of tracheobronchial tree",19599.2979579827,200
"tabula","ssGSEA","minimal8","mural cell",21810.3303748501,200
"tabula","ssGSEA","minimal8","myeloid dendritic cell",20099.4958910801,200
"tabula","ssGSEA","minimal8","myeloid leukocyte",20405.7554600569,200
"tabula","ssGSEA","minimal8","myofibroblast cell",21073.324480884,200
"tabula","ssGSEA","minimal8","myometrial cell",20574.6560975661,200
"tabula","ssGSEA","minimal8","naive thymus-derived CD4-positive, alpha-beta T cell",20372.2237606817,200
"tabula","ssGSEA","minimal8","naive thymus-derived CD8-positive, alpha-beta T cell",20292.2914829191,200
"tabula","ssGSEA","minimal8","natural killer cell",20382.6918031382,200
"tabula","ssGSEA","minimal8","neutrophil",20861.2163616319,200
"tabula","ssGSEA","minimal8","non-classical monocyte",19884.2915482744,200
"tabula","ssGSEA","minimal8","pancreatic acinar cell",20178.4377914604,200
"tabula","ssGSEA","minimal8","pancreatic ductal cell",20788.5936353435,200
"tabula","ssGSEA","minimal8","paneth cell of epithelium of small intestine",20152.4357412426,200
"tabula","ssGSEA","minimal8","pericyte",21264.9573679703,200
"tabula","ssGSEA","minimal8","plasma cell",19946.2189454826,200
"tabula","ssGSEA","minimal8","progenitor cell of mammary luminal epithelium",20341.1607181008,200
"tabula","ssGSEA","minimal8","pulmonary alveolar type 1 cell",19569.1427942007,200
"tabula","ssGSEA","minimal8","pulmonary alveolar type 2 cell",19182.4974780261,200
"tabula","ssGSEA","minimal8","regular atrial cardiac myocyte",20281.9782613597,200
"tabula","ssGSEA","minimal8","regulatory T cell",20333.8849230254,200
"tabula","ssGSEA","minimal8","respiratory tract goblet cell",19630.5228798571,200
"tabula","ssGSEA","minimal8","retinal blood vessel endothelial cell",20332.9997100225,200
"tabula","ssGSEA","minimal8","salivary gland cell",19478.5560687667,200
"tabula","ssGSEA","minimal8","skeletal muscle satellite stem cell",20363.9774743807,200
"tabula","ssGSEA","minimal8","small intestine goblet cell",20542.9514830023,200
"tabula","ssGSEA","minimal8","smooth muscle cell",21556.3865258842,200
"tabula","ssGSEA","minimal8","spermatid",20379.4500008627,200
"tabula","ssGSEA","minimal8","spermatocyte",20124.7677414139,200
"tabula","ssGSEA","minimal8","stratified squamous epithelial cell",20007.7458616107,200
"tabula","ssGSEA","minimal8","stromal cell",20369.0286476854,200
"tabula","ssGSEA","minimal8","stromal cell of ovary",20670.8276387998,200
"tabula","ssGSEA","minimal8","T cell",20758.2775820455,200
"tabula","ssGSEA","minimal8","theca cell",19724.6328347796,200
"tabula","ssGSEA","minimal8","thymic fibroblast type 1",20034.4438947716,200
"tabula","ssGSEA","minimal8","thymic fibroblast type 2",19836.9226391929,200
"tabula","ssGSEA","minimal8","tissue-resident macrophage",20313.8105061022,200
"tabula","ssGSEA","minimal8","vascular associated smooth muscle cell",21131.9543411914,200
"tabula","ssGSEA","minimal8","vein endothelial cell",19985.3177170263,200
"tabula","ssGSEA","minimal8","ventricular cardiac muscle cell",20430.9197263229,200
"tabula","ssGSEA","full61","acinar cell",22915.3753619634,200
"tabula","ssGSEA","full61","acinar cell of salivary gland",23195.176771624,200
"tabula","ssGSEA","full61","activated CD4-positive, alpha-beta T cell",23555.2751987382,200
"tabula","ssGSEA","full61","activated CD8-positive, alpha-beta T cell",23698.1396030422,200
"tabula","ssGSEA","full61","adventitial cell",22849.9248933218,200
"tabula","ssGSEA","full61","alveolar adventitial fibroblast",23394.8432966319,200
"tabula","ssGSEA","full61","B cell",23329.6448153634,200
"tabula","ssGSEA","full61","basal cell",22846.0950087176,200
"tabula","ssGSEA","full61","basal cell of prostate epithelium",23179.9970961774,200
"tabula","ssGSEA","full61","basophil",23614.5445618645,200
"tabula","ssGSEA","full61","BEST4+ enterocyte",23733.3058577817,200
"tabula","ssGSEA","full61","bladder urothelial cell",23255.2904180735,200
"tabula","ssGSEA","full61","blood vessel smooth muscle cell",23715.8545340593,200
"tabula","ssGSEA","full61","capillary endothelial cell",23455.5562865392,200
"tabula","ssGSEA","full61","cardiac endothelial cell",23535.1447770742,200
"tabula","ssGSEA","full61","CD4-positive, alpha-beta T cell",23476.8173355755,200
"tabula","ssGSEA","full61","CD4-positive, alpha-beta thymocyte",23509.3658498631,200
"tabula","ssGSEA","full61","CD8-positive, alpha-beta T cell",23667.3837126133,200
"tabula","ssGSEA","full61","CD8-positive, alpha-beta thymocyte",23355.1231544056,200
"tabula","ssGSEA","full61","classical monocyte",23980.431938851,200
"tabula","ssGSEA","full61","club cell",23180.8438601104,200
"tabula","ssGSEA","full61","conjunctival epithelial cell",23154.0773573261,200
"tabula","ssGSEA","full61","corneal epithelial cell",22768.6320899301,200
"tabula","ssGSEA","full61","duct epithelial cell",23229.5701846471,200
"tabula","ssGSEA","full61","endothelial cell",23486.4838388639,200
"tabula","ssGSEA","full61","endothelial cell of artery",23546.573144493,200
"tabula","ssGSEA","full61","endothelial cell of lymphatic vessel",23418.399042164,200
"tabula","ssGSEA","full61","endothelial cell of vascular tree",22740.0445526749,200
"tabula","ssGSEA","full61","enterocyte of epithelium of large intestine",23216.4843206832,200
"tabula","ssGSEA","full61","enterocyte of epithelium proper of duodenum",23480.3628697815,200
"tabula","ssGSEA","full61","enterocyte of epithelium proper of ileum",23546.8672674982,200
"tabula","ssGSEA","full61","enterocyte of epithelium proper of small intestine",23008.8766984348,200
"tabula","ssGSEA","full61","enteroglial cell",23322.3703133175,200
"tabula","ssGSEA","full61","epithelial cell",23081.0424940028,200
"tabula","ssGSEA","full61","epithelial cell of uterus",22931.7149381317,200
"tabula","ssGSEA","full61","erythrocyte",22843.9861113906,200
"tabula","ssGSEA","full61","erythroid progenitor cell",22777.2583448997,200
"tabula","ssGSEA","full61","eye photoreceptor cell",22832.8684497095,200
"tabula","ssGSEA","full61","fibroblast",23292.2477332369,200
"tabula","ssGSEA","full61","fibroblast of breast",23344.5847863152,200
"tabula","ssGSEA","full61","fibroblast of cardiac tissue",23536.4745272536,200
"tabula","ssGSEA","full61","gamma-delta T cell",23645.6443546132,200
"tabula","ssGSEA","full61","granulocyte",23414.828251976,200
"tabula","ssGSEA","full61","hematopoietic precursor cell",23810.972846126,200
"tabula","ssGSEA","full61","hematopoietic stem cell",23464.5356634628,200
"tabula","ssGSEA","full61","hepatocyte",22971.6106957196,200
"tabula","ssGSEA","full61","innate lymphoid cell",23027.1441981627,200
"tabula","ssGSEA","full61","intermediate monocyte",23978.2067025108,200
"tabula","ssGSEA","full61","intestinal crypt stem cell of colon",23232.3394433521,200
"tabula","ssGSEA","full61","intestinal crypt stem cell of small intestine",23206.5260332445,200
"tabula","ssGSEA","full61","intrahepatic cholangiocyte",23110.6086125899,200
"tabula","ssGSEA","full61","keratocyte",23300.4699688031,200
"tabula","ssGSEA","full61","kidney epithelial cell",23120.3678965754,200
"tabula","ssGSEA","full61","large intestine goblet cell",23345.536534321,200
"tabula","ssGSEA","full61","luminal cell of prostate epithelium",23125.6366081192,200
"tabula","ssGSEA","full61","luminal epithelial cell of mammary gland",23067.585483202,200
"tabula","ssGSEA","full61","lung multiciliated epithelial cell",22652.8866627507,200
"tabula","ssGSEA","full61","macrophage",23583.6553742241,200
"tabula","ssGSEA","full61","mast cell",23491.0705612812,200
"tabula","ssGSEA","full61","mature NK T cell",23684.659278428,200
"tabula","ssGSEA","full61","mesenchymal stem cell",23377.1347654157,200
"tabula","ssGSEA","full61","mesenchymal stem cell of adipose tissue",23256.5922911999,200
"tabula","ssGSEA","full61","monocyte",23934.9567055038,200
"tabula","ssGSEA","full61","mononuclear phagocyte",23695.3090698705,200
"tabula","ssGSEA","full61","Mueller cell",23256.7759099862,200
"tabula","ssGSEA","full61","multiciliated columnar cell of tracheobronchial tree",22513.2425324469,200
"tabula","ssGSEA","full61","mural cell",23870.6992429165,200
"tabula","ssGSEA","full61","myeloid dendritic cell",23448.4041809062,200
"tabula","ssGSEA","full61","myeloid leukocyte",23590.3792890087,200
"tabula","ssGSEA","full61","myofibroblast cell",23709.2056960407,200
"tabula","ssGSEA","full61","myometrial cell",23840.9841973115,200
"tabula","ssGSEA","full61","naive thymus-derived CD4-positive, alpha-beta T cell",23549.0184115863,200
"tabula","ssGSEA","full61","naive thymus-derived CD8-positive, alpha-beta T cell",23660.7605948225,200
"tabula","ssGSEA","full61","natural killer cell",23790.9693406898,200
"tabula","ssGSEA","full61","neutrophil",23701.1181348937,200
"tabula","ssGSEA","full61","non-classical monocyte",23878.6156014414,200
"tabula","ssGSEA","full61","pancreatic acinar cell",23324.8389647471,200
"tabula","ssGSEA","full61","pancreatic ductal cell",23578.7327054461,200
"tabula","ssGSEA","full61","paneth cell of epithelium of small intestine",23289.8495369973,200
"tabula","ssGSEA","full61","pericyte",23712.7377455396,200
"tabula","ssGSEA","full61","plasma cell",22907.6002203472,200
"tabula","ssGSEA","full61","progenitor cell of mammary luminal epithelium",23090.6474634531,200
"tabula","ssGSEA","full61","pulmonary alveolar type 1 cell",23081.6026745357,200
"tabula","ssGSEA","full61","pulmonary alveolar type 2 cell",23265.6186358915,200
"tabula","ssGSEA","full61","regular atrial cardiac myocyte",23455.4140052091,200
"tabula","ssGSEA","full61","regulatory T cell",23353.3615222703,200
"tabula","ssGSEA","full61","respiratory tract goblet cell",22981.571316466,200
"tabula","ssGSEA","full61","retinal blood vessel endothelial cell",23407.6924395905,200
"tabula","ssGSEA","full61","salivary gland cell",22953.6142640429,200
"tabula","ssGSEA","full61","skeletal muscle satellite stem cell",22908.3942455786,200
"tabula","ssGSEA","full61","small intestine goblet cell",23366.5134171274,200
"tabula","ssGSEA","full61","smooth muscle cell",23738.2865798775,200
"tabula","ssGSEA","full61","spermatid",22556.3828014864,200
"tabula","ssGSEA","full61","spermatocyte",21972.6877355706,200
"tabula","ssGSEA","full61","stratified squamous epithelial cell",22786.1653386346,200
"tabula","ssGSEA","full61","stromal cell",22931.6199560554,200
"tabula","ssGSEA","full61","stromal cell of ovary",23200.3635511973,200
"tabula","ssGSEA","full61","T cell",23497.7904071756,200
"tabula","ssGSEA","full61","theca cell",23150.8709695694,200
"tabula","ssGSEA","full61","thymic fibroblast type 1",23198.3049742127,200
"tabula","ssGSEA","full61","thymic fibroblast type 2",23279.1752881317,200
"tabula","ssGSEA","full61","tissue-resident macrophage",23715.3967261052,200
"tabula","ssGSEA","full61","vascular associated smooth muscle cell",23649.2546332564,200
"tabula","ssGSEA","full61","vein endothelial cell",23329.3786291706,200
"tabula","ssGSEA","full61","ventricular cardiac muscle cell",23367.8632579242,200
"tabula","UCell","minimal8","acinar cell",0.0102676780341023,200
"tabula","UCell","minimal8","acinar cell of salivary gland",0.00319709127382147,200
"tabula","UCell","minimal8","activated CD4-positive, alpha-beta T cell",0.00422245904379806,200
"tabula","UCell","minimal8","activated CD8-positive, alpha-beta T cell",0.00901830491474423,200
"tabula","UCell","minimal8","adventitial cell",0.00226826312270144,200
"tabula","UCell","minimal8","alveolar adventitial fibroblast",0.0121328569040455,200
"tabula","UCell","minimal8","B cell",0.00106381644934804,200
"tabula","UCell","minimal8","basal cell",0.0074205951186894,200
"tabula","UCell","minimal8","basal cell of prostate epithelium",0.00411902373788031,200
"tabula","UCell","minimal8","basophil",0.00908287362086259,200
"tabula","UCell","minimal8","BEST4+ enterocyte",0.0396288866599799,200
"tabula","UCell","minimal8","bladder urothelial cell",0.00455178034102307,200
"tabula","UCell","minimal8","blood vessel smooth muscle cell",0.0184137830157138,200
"tabula","UCell","minimal8","capillary endothelial cell",0.00944583751253761,200
"tabula","UCell","minimal8","cardiac endothelial cell",0.0155426696756937,200
"tabula","UCell","minimal8","CD4-positive, alpha-beta T cell",0.00180311768639251,200
"tabula","UCell","minimal8","CD4-positive, alpha-beta thymocyte",0.00371990972918756,200
"tabula","UCell","minimal8","CD8-positive, alpha-beta T cell",0.00586634904714143,200
"tabula","UCell","minimal8","CD8-positive, alpha-beta thymocyte",0.0019374791039786,200
"tabula","UCell","minimal8","classical monocyte",0.00240095285857573,200
"tabula","UCell","minimal8","club cell",0.00238131059846205,200
"tabula","UCell","minimal8","conjunctival epithelial cell",0.0121928284854564,200
"tabula","UCell","minimal8","corneal epithelial cell",0.0160506519558676,200
"tabula","UCell","minimal8","duct epithelial cell",0.00254012036108325,200
"tabula","UCell","minimal8","endothelial cell",0.00619149114008693,200
"tabula","UCell","minimal8","endothelial cell of artery",0.00505265797392177,200
"tabula","UCell","minimal8","endothelial cell of lymphatic vessel",0.00258901705115346,200
"tabula","UCell","minimal8","endothelial cell of vascular tree",0.00467088766298897,200
"tabula","UCell","minimal8","enterocyte of epithelium of large intestine",0.00938628385155466,200
"tabula","UCell","minimal8","enterocyte of epithelium proper of duodenum",0.0265327231695085,200
"tabula","UCell","minimal8","enterocyte of epithelium proper of ileum",0.0188024490137078,200
"tabula","UCell","minimal8","enterocyte of epithelium proper of small intestine",0.0189391089936476,200
"tabula","UCell","minimal8","enteroglial cell",0.00218300735539953,200
"tabula","UCell","minimal8","epithelial cell",0.00290872617853561,200
"tabula","UCell","minimal8","epithelial cell of uterus",0.012609704112337,200
"tabula","UCell","minimal8","erythrocyte",0.00323992811768639,200
"tabula","UCell","minimal8","erythroid progenitor cell",0.00487086258776329,200
"tabula","UCell","minimal8","eye photoreceptor cell",0.0017558926780341,200
"tabula","UCell","minimal8","fibroblast",0.00728372617853561,200
"tabula","UCell","minimal8","fibroblast of breast",0.00693288197927114,200
"tabula","UCell","minimal8","fibroblast of cardiac tissue",0.0152081243731194,200
"tabula","UCell","minimal8","gamma-delta T cell",0.00767636242059512,200
"tabula","UCell","minimal8","granulocyte",0.00662717318622534,200
"tabula","UCell","minimal8","hematopoietic precursor cell",0.00313356736877299,200
"tabula","UCell","minimal8","hematopoietic stem cell",0.0208341691741892,200
"tabula","UCell","minimal8","hepatocyte",0.014383776328987,200
"tabula","UCell","minimal8","innate lymphoid cell",0.0108483784687396,200
"tabula","UCell","minimal8","intermediate monocyte",0,200
"tabula","UCell","minimal8","intestinal crypt stem cell of colon",0.00281866432631227,200
"tabula","UCell","minimal8","intestinal crypt stem cell of small intestine",0.0182441073219659,200
"tabula","UCell","minimal8","intrahepatic cholangiocyte",0.00915329321297225,200
"tabula","UCell","minimal8","keratocyte",0.00176759445001672,200
"tabula","UCell","minimal8","kidney epithelial cell",0.00683989468405216,200
"tabula","UCell","minimal8","large intestine goblet cell",0.00603163657639586,200
"tabula","UCell","minimal8","luminal cell of prostate epithelium",0.00918505516549649,200
"tabula","UCell","minimal8","luminal epithelial cell of mammary gland",0.00139501838849883,200
"tabula","UCell","minimal8","lung multiciliated epithelial cell",0.00436580575058509,200
"tabula","UCell","minimal8","macrophage",0.00104542795051822,200
"tabula","UCell","minimal8","mast cell",0.0141938314944834,200
"tabula","UCell","minimal8","mature NK T cell",0.0011250417920428,200
"tabula","UCell","minimal8","mesenchymal stem cell",0.00667669675693748,200
"tabula","UCell","minimal8","mesenchymal stem cell of adipose tissue",0.00425296723503845,200
"tabula","UCell","minimal8","monocyte",0.0024180875961217,200
"tabula","UCell","minimal8","mononuclear phagocyte",0.000248244734202608,200
"tabula","UCell","minimal8","Mueller cell",0.0165770227348713,200
"tabula","UCell","minimal8","multiciliated columnar cell of tracheobronchial tree",0.00133233032430625,200
"tabula","UCell","minimal8","mural cell",0.0403424857907054,200
"tabula","UCell","minimal8","myeloid dendritic cell",0.0023556084921431,200
"tabula","UCell","minimal8","myeloid leukocyte",0.00130537445670344,200
"tabula","UCell","minimal8","myofibroblast cell",0.0221769475091942,200
"tabula","UCell","minimal8","myometrial cell",0.00991160982948847,200
"tabula","UCell","minimal8","naive thymus-derived CD4-positive, alpha-beta T cell",0.00189735874289535,200
"tabula","UCell","minimal8","naive thymus-derived CD8-positive, alpha-beta T cell",0.00559762621196924,200
"tabula","UCell","minimal8","natural killer cell",0.00257982280173855,200
"tabula","UCell","minimal8","neutrophil",0.00202001838849883,200
"tabula","UCell","minimal8","non-classical monocyte",0.000681210297559344,200
"tabula","UCell","minimal8","pancreatic acinar cell",0.00139627214978268,200
"tabula","UCell","minimal8","pancreatic ductal cell",0.0108143179538616,200
"tabula","UCell","minimal8","paneth cell of epithelium of small intestine",0.00699849548645938,200
"tabula","UCell","minimal8","pericyte",0.0318453276496155,200
"tabula","UCell","minimal8","plasma cell",0.00105378635907723,200
"tabula","UCell","minimal8","progenitor cell of mammary luminal epithelium",0.00171598127716483,200
"tabula","UCell","minimal8","pulmonary alveolar type 1 cell",0.000319500167168171,200
"tabula","UCell","minimal8","pulmonary alveolar type 2 cell",0.00102912905382815,200
"tabula","UCell","minimal8","regular atrial cardiac myocyte",0.00422830992978937,200
"tabula","UCell","minimal8","regulatory T cell",0.00133295720494818,200
"tabula","UCell","minimal8","respiratory tract goblet cell",0.00376797057840187,200
"tabula","UCell","minimal8","retinal blood vessel endothelial cell",0.00290768137746573,200
