group,n_cells,ADORA1,GNAI1,GNAI2,GNAI3,GNAO1,ADCY1,ADCY5,ADCY6,ADCY8,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,PRKACA,PRKACB,CREB1,KCNJ3,KCNJ6,KCNJ9,KCNJ5,CACNA1B,CACNA1A,PLCB1,PLCB2,PLCB3,PLCB4,PRKCA,PRKCB,PRKCD,PRKCE,CALM1,CALM2,CALM3,NFKB1,RELA,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PREX1,RAC1,MAPK1,MAPK3,MAP2K1,MAP2K2,MAPK8,MAPK9,MAPK10,MAPK11,MAPK14,AKT1,AKT2,AKT3,VEGFA,NOS1,NOS2,NOS3,GUCY1A1,GUCY1B1,PRKG1,PRKG2
colon macrophage,328,0.015848002782682093,0.023836068082146528,1.115934901121186,0.7258397776906084,0.007490902978688388,0.004056456612377632,0.0011892688528793614,0.011094645937768424,0.0,0.5584491055186201,0.03283652735919487,0.6468154613564654,0.225877492166147,0.31306154117351626,0.6089558979360069,0.6181822222907368,0.002727827618023517,0.006885900184875581,0.0,0.04815716132885072,0.0,0.08073119710131389,0.0453191901125559,0.15006136821537483,0.040812355352611074,0.014449132651817508,1.430466539794352,0.8739471115717073,0.24506153348015575,0.9332233732793389,1.2141492831997756,1.3396513171312285,0.4828436331051152,2.4965949988946683,0.15882106815896382,0.34692069742737747,0.5206833343680312,0.17828039279798183,0.8086004962281483,0.9445582511948376,1.6862446854754192,0.8551825183193859,0.12987885533309565,1.1541741097845681,0.2275483473771956,0.6461346847255055,0.12600894090605946,0.031861072088160164,0.004607421232432854,0.432034259889184,0.1388747248707748,0.09769522489570989,0.4320147553595101,0.5416954784858518,0.004318747033433217,0.0036432481393581483,0.0,0.025255263781617965,0.013462329419647775,0.20102895251134548,0.004965520486599062
gamma-delta T cell,1977,0.0,0.005631396368892132,0.6235658494161125,0.6533815574935427,0.26952127645759794,0.004173581143129819,0.0004151268444341062,0.006324025917728561,0.0,0.5807371043049451,0.04951246296087177,1.0609764876725039,0.34605283934960296,0.0712734932964597,0.62942355825977,0.3632279698994646,0.004881260005524499,0.004064955431581689,0.00045358450290948135,0.00021130390762981287,0.0036807709048960508,0.028839782626567372,0.07746752905134124,0.04708241171226637,0.014845556542315022,0.005007337305843679,1.6363358967944595,0.4155830199753448,0.06623697235660235,1.0277913064141435,1.9283432909859872,1.2707249087158574,0.2661024107134698,1.1915712293857388,0.22106426716092023,0.277600170206891,0.03789504417338393,0.33242339537972204,2.1419624344049586,0.5947673162789313,0.6489329282599504,0.9839936605172743,0.03844467458184705,0.8682737123743114,0.375444965044175,1.0569245884016902,0.32491517754353594,0.015349099194922108,0.02974761424790625,0.40781837819378725,0.13399803921859194,0.15205442380832793,1.650288549045993,0.025719464247312338,0.0039038405493165606,0.0004618275810747238,0.0038274972198825926,0.002001483330656678,0.0,0.020914362606884073,0.007171584309262945
erythroid lineage cell,2,0.0,0.0,0.0,0.0,0.008340741507709026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008340741507709026,0.0,0.0,0.0,0.0,0.0,0.016544627025723457,0.008340741507709026,0.0,0.0,0.04807690158486366,0.0,0.0,0.0,0.0,0.6118170022964478,0.18559442460536957,0.0,0.0,0.0,0.0,0.0,0.008340741507709026,0.008340741507709026,0.0,0.0,0.0,0.0,0.0,0.0,0.008340741507709026,0.0,0.008340741507709026,0.0,0.0,0.0,0.0,0.008340741507709026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small intestine goblet cell,2044,0.0019427120918863673,0.030176346053582583,0.10896122152324758,0.6238736733065192,0.008751103993497948,0.005075961118108372,0.007963580188729641,0.2203985594956609,0.0020075564353805174,0.16063815506936985,0.08574835008371133,0.2737510526250253,0.003211921173896925,0.0583604821486949,0.14190062938837622,0.42665062865165815,0.39709180395197263,0.008939761617412306,0.0012047801407349319,0.0017170073818087344,0.005192374150813675,0.08891792959896319,0.40302689621359866,0.0014682370155991407,0.1484881025937672,0.8417015350961405,1.768567579833029,0.03814295091741006,0.3287198090973199,0.41956006757433867,0.9301492593992946,1.1757605117827712,0.21124642655807466,0.7828203544691351,0.12946582960289285,0.2262558948737068,0.38687042014239587,0.010109281907342884,0.36261101198289725,0.00527741630067739,0.8278395919650502,0.4138464451769327,0.4801719412645015,0.28630661544501196,0.3504105164813435,0.8478056894589777,0.12889282484110554,0.009000825322070933,0.0005262928582917454,0.36998637641712645,0.20981196088100365,0.11232907571438007,0.006602197972995661,0.5396205543771881,0.008117661784073145,0.0022508315377506023,0.0018016831282300259,0.003951496923972949,4.895127318260021e-05,1.75642634651199,0.05025799400419172
endothelial cell of arteriole,132,0.0,0.263320727781816,1.4147685585599956,0.7752090511900006,0.0371543112577814,0.02220077902981729,0.05613119268056118,0.047819674466595505,0.0011530092945604613,0.5606933579300389,0.19683141509691873,0.6412970369512384,0.07240921529856595,0.19763949312354354,0.1531158188978831,0.6503572771043489,0.009179221861290209,2.432155782695521e-05,0.0,0.0,0.0049547715620561076,0.0270553549582308,2.1029907790097324,0.019977358254519375,0.05211107884392594,0.3593584400121913,0.2958863178888957,0.017695537119200737,0.02057258649305864,0.8936802560294216,2.2072539618521025,1.1946097142768628,0.30537595848242444,0.6417077960390033,0.2719645208933137,0.48958991874348035,0.18135328545714868,0.025430666226329224,0.40457779349702777,0.6697090017524633,1.6753569082780317,0.4128299987677372,0.458346887068315,0.423621522657799,0.2602989709738529,0.6391928385604512,0.13888895150386926,0.08704718196708144,0.18729296416947336,0.36846961577733356,0.2024980934731888,0.13356900576389197,1.5780967726851955,0.10221562444260626,0.003387692299756137,0.0,0.39332310448993335,0.09407767527877833,0.0689255062377814,0.37891804494641046,0.001193921561494018
intestinal tuft cell,448,0.0,0.735281595161983,0.616564901811736,0.38462233330522266,0.02195368174995695,0.026239373588136265,0.00200857621218477,0.3311691475766046,0.007044005473809583,0.17827561923435756,0.39300007266657694,0.1787017924445016,0.1022805856274707,0.07476077282002994,0.20768583140202931,0.7633421378476279,0.13562834901469095,0.005325568632023143,0.0017850610560604504,0.006997864294264998,0.01862975994923285,0.07665330597332545,0.1851353192968028,0.5109208886112485,0.0674318213547979,0.04387655242213181,1.9935162493160792,0.26005195506981443,0.37111453286239077,0.5170696207455227,0.9434688091278076,1.6291587352752686,0.21264607352869852,0.3052678129502705,0.09316196718386241,0.3663393131324223,0.5223417580127716,0.007125569773571832,0.4536975473165512,0.32821862612451824,0.4293559214898518,0.4016442043440683,0.2077156017933573,0.21801642647811345,0.21543103669370925,0.8231496214866638,0.15221442495073592,0.09553029547844614,0.0,0.49988293647766113,0.18792184548718588,0.32157776611191885,0.06943888004337039,0.7207594173295158,0.008127241528459958,0.005709944692041192,0.005070525088480541,0.0077106644000325885,0.0,0.10099724467311587,0.040018221230379174
retinal blood vessel endothelial cell,2091,0.00300996001090911,0.16535353070523168,1.0637616477247518,0.48814053492133325,0.038139279295758506,0.01928981923240329,0.021488192109529167,0.06356507067985936,0.0008214696465012902,0.48058342124103415,0.23484770149092307,0.4099514964435273,0.030339474899811016,0.15611200980282697,0.1653298584112763,0.4943836691959916,0.0014619115777474052,0.004076190310651067,0.0007375679992135776,0.0017353623663620879,0.004792495072600603,0.02473010522563283,1.6958348527586329,0.0028883135529695543,0.08078296240099299,1.6971276696933508,0.29484743293194837,0.20940138248327875,0.017561722844340252,0.848321339549316,1.520387889436989,0.8756044790084598,0.2435974759499118,0.7366212569373125,0.23542452793495328,0.49152988694262584,0.35693655499768906,0.05529624189769948,0.3606360206074945,0.3436668647755167,1.0280405953989709,0.4438529650826365,0.29057884512764026,0.3100403458920465,0.2179846257356181,0.6189130857650997,0.1502123738178963,0.025302490624784,0.12588805983592197,0.45750557047963886,0.1724667649472062,0.12891326118875268,1.9524223721238314,0.0592343754770652,0.0024292295004073256,0.0012366038255860279,0.24178181146104502,0.13529490928567808,0.03534520665804545,0.27658185344287395,0.004010617333927091
corneal epithelial cell,4187,0.0,0.6730209626737873,0.852908792492231,0.7221869861478876,0.006180361457790086,0.0021258324121329903,0.001078646429859997,0.09000687867381676,0.0,0.641683557849526,0.052146152491099176,0.3067095831467196,0.0040286510349999815,0.11829412273897144,0.0041618394999735275,0.37224364548330807,0.00033558881279959266,0.0006901485013995958,2.9759380565157703e-05,0.00030354807762362834,0.002272089426802769,0.011922334942095656,0.1297250086121779,0.0,0.08723171172405103,0.4453264796454215,0.1571046466442461,0.015400700276467975,0.276893844176284,0.08333228595051242,2.0267542660706135,1.8152716855089448,0.30808240427218103,1.0305965378941002,0.28368751372290535,0.27094382970145225,0.17327165637803243,0.07337410739819418,0.11823173015704723,0.0007014432043399451,1.4396735274595265,0.33743721549938593,0.14030064755246838,0.4578641370910433,0.28222148982727474,0.35240060866861317,0.11046434570560314,0.8527080821293109,0.02720968524567518,0.157809465319267,0.15584398323862655,0.11075288061597964,0.11863672971887394,0.14909282771562204,0.021129806172116034,0.09785330960367357,0.00020334431343269941,0.008796628981934122,0.003175290182663485,0.0004676813608938964,0.0031216263571758104
retinal bipolar neuron,61,0.09544808649625934,0.13604289977276912,0.27173486303110594,0.25138922206691056,1.2719422324759062,0.5125277628664111,0.4018678860586198,0.03574265222080418,0.26466188469871144,0.46051716413654264,0.20247243857774577,0.4105134635675149,0.405442581802118,0.32222855286520036,1.0621672458336002,0.5385585456598,0.6699307052815546,0.2524718065730861,0.026626641633080653,0.0900764030511262,0.25450572224914053,0.45778978848066487,0.3699005549071265,0.0029189547554391328,0.016352046220028987,1.4092840757526335,0.801644329164849,0.9631140701106338,0.01106867829307181,0.7221214184995557,2.260200625560323,1.8870147955222207,0.643551591966973,0.3153074999324611,0.08194500427754199,0.30501083467827467,0.3427152594581979,0.021164625883102417,0.6707429104163999,0.04763260630310559,0.5070256874209544,0.2051331840577673,0.10838964923483427,0.19129947365307418,0.39982756630319066,1.0781336846898815,0.23153391040739466,0.7955407314613218,0.00012072582622287703,0.29238768483771654,0.08193853839499052,0.29101618000718416,1.1459403897895188,0.1665757718633433,0.025025124676892014,0.027745425701141357,0.0010318223570213944,0.5982847526425221,0.4589271545410156,0.3634246060105621,0.05888548444529049
serous cell of epithelium of bronchus,15,0.0,0.09157495498657227,0.2146157016356786,0.18049604892730714,0.0,0.0,0.0,0.07549497683842978,0.0,0.4983534336090088,0.09424771666526795,0.4576174100240072,0.27378390257557234,0.04504631583889326,0.33977150519688926,0.12569325789809227,0.0,0.0,0.0,0.0,0.0,0.0,1.1175718863805135,0.0,0.050293993949890134,0.32888906796773276,0.15950629313786824,0.02090578277905782,0.042470185955365496,0.20271655718485515,1.8883120536804199,1.6967615127563476,0.22253023783365886,0.19445454701781273,0.07847308944910765,0.09484552145004273,0.3345810413360596,0.05941175619761149,0.2150584985812505,0.07530310948689779,1.1131760279337566,0.4585827509562174,0.16484410166740418,0.38826166788736977,0.20938740173975626,0.1578539619843165,0.24908775128424168,0.0,0.0,0.16152048508326214,0.6141873836517334,0.0978001614411672,0.06275763909022013,0.3499188820521037,0.0,0.0,0.0,0.44529569149017334,0.0,0.027343515555063883,0.0
pulmonary ionocyte,25,0.0,0.0,0.23917978525161743,0.3829446792602539,0.0,0.03696282863616943,0.45112760543823244,0.11002585887908936,0.0,1.0185336303710937,0.08280834197998047,0.5225043869018555,0.13420310020446777,0.08881513595581055,0.6772836685180664,0.514148216471076,0.0,0.04605615615844726,0.0,0.0,0.0,0.0,0.4059690856933594,0.0,0.033232259750366214,2.2347036361694337,0.23523882865905762,0.052357873916625976,0.07212807655334473,0.7483298110961915,2.249397563934326,2.0633912658691407,0.17890876770019531,0.6019385528564453,0.21421186447143556,0.3206886148452759,0.22875543117523192,0.02386237382888794,0.48084800243377684,0.0,1.1907658100128173,0.44619174003601075,0.17673866271972657,0.3070219612121582,0.4779212927818298,1.1592786979675294,0.23643041133880616,0.21120726108551025,0.0,0.33555699825286867,0.27940847516059875,0.04402318000793457,0.5475991535186767,0.16165308475494386,0.0,0.0,0.0,0.09180991172790527,0.27357534408569334,0.8281985664367676,0.02820225238800049
radial glial cell,13,0.0,0.7314361608945407,0.47426637491354573,0.7091662883758545,0.0,0.0,0.0,0.07583626417013314,0.0,0.7889640147869403,0.13074868014798716,0.4562758390720074,0.022046371148182795,0.1929076508833812,0.0,0.5190935134887695,0.0,0.0,0.0,0.004589622697004905,0.0,0.0,0.2932211481607877,0.0,0.11704059747549203,0.10095588977520283,0.21727767357459435,0.0,0.38572598420656645,0.468878828562223,1.5832909895823553,1.474645467904898,0.15413983051593488,1.066025470311825,0.30918332719458985,0.4867224143818021,0.17246583791879508,0.0,0.09327829571870658,0.0,1.0525298026891856,0.4917687361056988,0.022046371148182795,0.6821612507248154,0.3035504221916199,0.4613150449899527,0.20387865946843073,0.42325410005958897,0.0,0.0,0.1816366698879462,0.03346158334842095,0.730668673148522,0.28962313441129833,0.020396262407302856,0.0,0.0,0.0,0.0,0.0,0.0
plasmacytoid dendritic cell,99,0.007686704698235097,0.04779395400875747,1.1382308632436424,0.4240631984941887,0.0,0.011853824962269176,0.019755507960464016,0.018904593406301556,0.0,0.4198067579606567,0.08234779070122074,0.35140525451814286,0.25437266718257556,0.11568084208652227,0.5514316305969701,0.5664860552007501,0.0,0.0,0.0,0.0,0.0060649905541930536,0.05492905956326109,0.2512648442778925,0.1475165943906765,0.09722925617237284,0.18838221497005886,0.3815642294257578,1.5903847048981021,0.3799543741977576,0.5898663299252288,1.3094770523032757,1.7687453838309857,0.48765517485262166,0.8841516080528798,0.21171354765843864,0.3003570888981675,0.2524539196130001,0.7702274033517549,0.5294254909862172,0.6783948956113873,0.9492208765010641,0.6536731828342784,0.1092341716843422,0.7891576603205517,0.6505391669995857,0.6571583964607932,0.1827846043037646,0.026924062256861215,0.0140916458284012,0.38442579182711517,0.17567205067836877,0.19337145367054023,0.34986757750463005,0.0525477814553964,0.0,0.0,0.0013739028663346262,0.3024033006995615,0.026530486164671,0.04387126878054455,0.003911311879302516
enteroendocrine cell of small intestine,264,0.0,0.3384836532852866,0.45672890634247754,0.6463649742531054,0.43869670051516907,0.16907086697491733,0.010413026945157484,0.11745946425380129,0.001976863678657647,0.4089406421690276,0.08130122168046056,0.446754641605146,0.006470837037671696,0.1332711852861173,0.1901413044243148,0.4198794364929199,1.0116651058197021,0.5455923550056688,0.000218345487320965,0.03675331243059852,0.03703548345065704,2.0304899793682676,0.4027685414661061,0.0014269814798326204,0.14316367877252173,0.4825680328137947,1.3220324444048333,0.0567332814927354,0.34975594462770404,0.5421015710541697,1.8108222629084731,1.4402836380582866,0.41463798103910504,0.459194181543408,0.08856113435644092,0.2520193096363183,0.4611177950194388,0.012630124689277374,0.3349238688295538,0.00621473744060054,0.9741880387970896,0.5038383819840171,0.3344272763440103,0.5078696337613192,0.38975061431075586,1.13778289159139,0.1891977899905407,0.15245194055817343,0.011185345098827824,0.6327235301335653,0.1359675544680971,0.1538281747789094,0.26387214118784125,0.48627249399820965,0.008273580887665352,0.005091275032045263,0.002801647014690168,0.13049792882167932,0.028637555780622995,0.6215766993435946,0.4905838930245602
tracheal goblet cell,232,0.00929455304967946,0.047371410861097536,0.18225217687672582,0.14507983470785207,0.0,2.1938670121518703e-05,9.989414910047219e-05,0.025923429891980928,0.0,0.3093616880219558,0.01589518066110282,0.10190072758444424,0.04228765183481677,0.08681168021826909,0.06264817971607735,0.05446972826431538,0.09527478546931825,0.05902500810294316,0.00020024015022249058,0.00014951760912763662,0.014889725323381096,0.08598771691322327,0.09376579523086548,0.011734212266987768,0.015986832565274733,0.13883226596075912,0.013123056498067132,0.017080862203548694,0.11718189099739337,0.06745450352800303,1.2605443987353095,1.5537399259106865,0.26565934049672096,0.104058510270612,0.11138311131247158,0.07927093218112814,0.09001503319575868,0.01329611087667531,0.22259822796131,0.014408101295602733,0.73268847835475,0.11770177195812094,0.07157295325706745,0.06162804365158081,0.3728036489979974,0.08569602154452226,0.07095914154217162,0.181307727920598,0.0029850039502670026,0.050889566026884936,0.18471086025238037,0.06407605060215654,0.011137815128112662,0.19237790487963577,0.0,0.06962915946697366,0.0,0.055151988720071723,0.017675093021886103,0.08343383474757188,0.0049477019186677604
multiciliated columnar cell of tracheobronchial tree,713,0.0019105840866227972,0.16033302621620735,0.3656630743436024,0.2843087522043921,0.0013176452729009812,0.010932414093659602,0.002437635749411282,0.03905905568959168,0.0013208390536181222,0.9852786151088806,0.04430318514060171,0.4801433029549319,0.051849017523197774,0.09907491837444012,0.026703870647585577,0.26901238228796576,0.004489896340925262,0.008316300192855685,0.0007006991210525534,0.004992033162926223,0.013464024324403738,0.0945130588296085,0.32105376938198593,0.029518413343068428,0.01610806588538064,1.1967061692835739,0.117213524658583,0.004699723750645449,0.1659303661148478,0.808939648878357,1.7772862112037262,1.417551543568829,0.21940030857690754,0.2978088670158119,0.09093411925129938,0.23771286244813725,0.4490174769017673,0.18895479071190446,0.14042381852405436,0.022546290013766724,0.8911492199249054,0.48892186868408116,0.12413566610756295,0.2594427993889443,0.1672016243446425,0.4656314786319813,0.14775553692607693,2.4854178635970405,0.0014412261305316802,0.3836321165317573,0.08802661604834472,0.23162540396333242,0.02992679862120041,0.008335900214744986,0.0038611012998168966,0.009211951373001301,0.024810135448129447,0.007570252762937613,0.0010803291707353205,0.03527256257069228,0.019751497010111307
mucus secreting cell,270,0.0027542819579442343,0.3482630182195593,0.2342488589110198,0.3256442935378463,0.0018211794672188936,0.0021288560496436227,0.0065595927061858,0.13713723023732502,0.0,0.5770227043716996,0.08123351821192988,0.46838362481858997,0.14115027498315882,0.13400164621847646,0.2504986021253798,0.40571475912023475,0.003772590778492115,0.006056142294848407,0.0,0.0008879568289827418,0.004751119790253816,0.007463942633734809,0.4498075732478389,0.0017444734220151549,0.04702520767847697,0.9507831555825693,0.5666369455832022,0.00503449351699264,0.10716250340143839,0.6768553839789496,1.2214935090806749,1.1543325282909251,0.2019583472499141,0.6460117834585685,0.1310907664122405,0.29350372950236003,0.6114072887985794,0.031035958616821853,0.3414230187733968,0.0022086649029343214,0.9524493394074617,0.5097328150713886,0.09977959835970843,0.39292020974335845,0.3581428395377265,0.5928302694250036,0.1910830780311867,0.3500035736295912,0.01880770303584911,0.5032722190574364,0.2233101906599822,0.150878346407855,0.10177672444670288,0.32887323874014396,0.010454790501130951,0.0018636423680517408,0.0,0.6077181877913298,0.0486747243338161,0.056642880194165086,0.010077218366441903
blood vessel smooth muscle cell,6642,0.0016789424853739844,0.23556388641329853,0.8090769955279848,0.4329972259971759,0.014724283396425968,0.051174469218129175,0.3505905620020149,0.27009755277877756,0.0013454540682302043,0.478160606597928,0.13033107273982827,0.340487968630907,0.4820547370945104,0.251924135138636,0.2467321196581649,0.34434166057969173,0.005474266852735935,0.0015309091042687972,0.0005176680449152954,0.001286595314965482,0.001636042962121662,0.13561637026112827,0.5708204600797364,3.359056908263747e-05,0.050683124637575044,0.3543148391112546,0.3492176224761108,0.004118259826793401,0.09639539319468851,0.2752670729171077,1.7163047342550248,2.040409629153258,0.6647363494441151,0.269865021652502,0.2383568111007309,0.3081310493908026,0.1110806722161426,0.026404793597746598,0.46204815697720236,0.0689394473311629,1.3604020943163533,0.2680866065710218,0.17150801142020888,0.1705014700632575,0.3300138827872111,0.41126355059496505,0.11018072069139949,0.22117361811333772,0.002564695254035543,0.18236694749454818,0.1527353646847829,0.17739622695587443,1.0079529212921794,0.25934418767591944,0.0007057431877754209,0.026283023659632313,0.001801375092170713,0.7011332616717009,0.5988995311706047,2.344703258501769,0.00027182967915516306
mesenchymal cell,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417046189308167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3590507507324219,0.41742345690727234,0.0,0.0,0.0,0.0,0.0,0.0,0.8348283767700195,0.0,0.6417046189308167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41742345690727234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mononuclear phagocyte,5336,0.0027055047603248656,0.02063855553266482,1.124202709684129,0.9874262523794103,0.0031463656647094545,0.002206592210407915,0.0015926129635663584,0.008927176202433756,0.00043057707296139834,0.5922984992903748,0.031232072138178652,0.38649174843592266,0.277706456372048,0.27283399019284227,0.3997592073509182,0.5459422930695307,0.00013064481373848408,0.0002440769320306392,0.00010176444205565789,0.03012222370392513,0.0017524407631989898,0.012647516723873018,0.41043669423242024,0.16592392249443363,0.05309929085456985,0.002792200554969317,0.5982668767983409,0.7587882303583926,0.22931735143847373,0.9206393989308485,1.4012383971435913,1.3352088227622334,0.4760422930903342,2.983709816096247,0.17027034287688614,0.4806597761843337,0.4539653420269579,0.17156995209618128,0.7873642762740334,0.7515947593563143,1.290498361773398,0.7275688197837955,0.10385424595722731,1.895566627182167,0.22217686816134016,0.7117888956949271,0.10970681146167029,0.043522580899577445,0.0006288828878388412,0.3860279988313186,0.1408994750551198,0.10985519754528619,0.5882306279673212,0.6143915824804349,0.006514093686436963,0.0007144287340287147,0.0016473941895915293,0.007371355568629869,0.004044057547241852,0.012802083126926931,0.0020604643864610204
endothelial cell of venule,52,0.0,0.30861674593045163,1.1588778725037208,0.7508317048733051,0.0,0.028157092057741605,0.016784055874897882,0.059967559117537275,0.0,0.5480384070139664,0.5458084619962252,0.3789749489380763,0.0,0.11709696484299806,0.1599072011617514,0.5156285373064188,0.001577421879539123,0.019249099951524,0.0,0.0,0.0,0.025191347186382,1.7232172397466807,0.0,0.0437584611085745,1.5478911170592675,0.09311194144762479,0.012416021181986881,0.001577421879539123,0.44003535921757037,1.6747155143664434,1.2787477740874658,0.2978445222744575,0.7562613464318789,0.33911420290286726,0.49782613149056065,0.32612781341259295,0.011321395635604858,0.3476274747114915,0.23301479449638954,1.4123060153080866,0.4512348725245549,0.2215271179492657,0.1849825496856983,0.2589603272768167,0.5981636230762188,0.16389921078315148,0.04018619198065538,0.13365729267780596,0.3733207881450653,0.1498734733233085,0.035372698213905096,1.8044944680654085,0.07068719686223911,0.17386331008030817,0.0,0.26510061667515683,0.4601309895515442,0.035779732351119704,0.13570820909136763,0.0
large intestine goblet cell,1557,0.0004896101234965241,0.11485479792188817,0.11409165756627392,0.5675944436721949,0.003027119197061449,0.013650413652835324,0.02232771771185354,0.24650657521506955,0.00324783297632471,0.19040895350559753,0.23563538014161411,0.26663184977527143,0.031215907980711246,0.055911133055053006,0.40065748965655984,0.5161015211042871,0.00660466152502316,0.009489528016547935,0.0011134130800084265,0.001207499987970351,0.006339069563529395,0.15672372531339612,0.05656830561643391,0.0001868947086689483,0.10801626645224785,1.3213165567406646,1.737801083250542,0.02091801955137945,0.2605150758109953,0.38421054122229,0.9391560000185026,1.0041739697171543,0.16403421194949974,0.6626144683583087,0.07919472949812638,0.2173589621894851,0.3991269042419943,0.01587362942514928,0.40565628536863824,0.0059404618171981,0.7596557215382521,0.3989779791467528,0.3870256751029248,0.19254561334216755,0.2556889545634226,0.5932150309715197,0.11050306135213138,0.005521222537499479,0.0007247333734863909,0.4143543365909721,0.18862898317605314,0.08808879570541431,0.013491593803743866,0.6837634317524248,0.01519634816305103,0.00448448426767887,0.0008974629636751051,0.0017343694840629054,0.0011649344621289595,2.201575306798681,0.07493158453308625
enterochromaffin-like cell,27,0.0,0.48678726620144314,0.15207475203054924,0.4436480027657968,0.31737941724282726,0.3744518447805334,0.01948749577557599,0.04611200314980966,0.0,0.3744855721791585,0.039776464303334556,0.17689235122115524,0.0,0.07878304410863805,0.17884855800204807,0.45914413973137186,0.5594061789689241,0.4592849236947519,0.0,0.0,0.0,0.750949188514992,0.04617777135637072,0.0,0.04137849366223371,2.505650034657231,0.3583643480583473,0.0,0.21136405291380705,0.27191353285754166,1.4950026671091716,1.3467830265009846,0.32289191528602884,0.5268987902888546,0.03980241881476508,0.13715945349799263,0.3894759151670668,0.0,0.31139935829021315,0.0,0.7219124237696329,0.6745979388554891,0.2009442338237056,0.1162120368745592,0.41543708907233345,0.9153924518161349,0.11536982324388292,0.144433856010437,0.0,0.33828889219849195,0.03021563865520336,0.21722745895385742,0.08553157029328523,1.1735397621437356,0.0,0.0,0.0,0.0,0.0,0.6287461475089744,0.18547041107107093
T follicular helper cell,6,0.0,0.0,0.4558146794637044,0.5392026901245117,0.0,0.0,0.0,0.0,0.0,0.3891762097676595,0.0,0.6704058647155762,0.0014143471295634906,0.0,0.0,0.00014797394396737218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10335304339726765,0.0,0.0,0.02253581831852595,0.0,0.0,0.0,3.3336095809936523,2.848244031270345,0.14833348989486694,1.0820663770039876,0.02136788268884023,0.0017378865741193295,0.03574281185865402,0.24831444025039673,0.03574281185865402,0.00019399583106860518,0.0,0.0,0.3316876292228699,0.32927829027175903,0.08740290999412537,0.0003877661268537243,0.0007144231349229813,0.00281679288794597,0.0,0.03589078535636266,0.009917312612136206,0.0016326149925589561,0.23382407426834106,0.0,0.00014797394396737218,0.0,0.0,0.0,0.0,0.0,0.0
type L enteroendocrine cell,44,0.0,0.5333135331218893,0.5997499335895885,0.7519585544412787,0.27138531749898737,0.12639754739674655,0.00726316666061228,0.1566336385228417,0.0,0.4791032455184243,0.01888583532788537,0.5515833293849771,0.029675020412965256,0.10515209490602667,0.3266885063864968,0.4329979108138518,0.0,0.11485376954078674,0.0,0.0,0.0,2.7736630656502466,0.05462574146010659,0.028888564218174328,0.0,1.3576995161446659,0.5646988939155232,0.024470502679998226,0.3217251815579154,0.5451058555733074,2.043097512288527,1.3736794970252297,0.3612478104504672,0.7738961739973589,0.21397968855771152,0.2948713946071538,0.38049132173711603,0.007135995409705422,0.3225026449019259,0.03450033339587125,0.856318471106616,0.5196221193129366,0.3639028180729259,0.522482080893083,0.37358362159945746,1.0098014636473223,0.17997349934144455,0.25916849889538507,0.0,0.39795790206302295,0.15388609604402023,0.21056411347605966,0.0,0.6913486014712941,0.01674870198423212,0.012758727778087963,0.0,0.007135995409705422,0.0,0.8904689008539374,0.0380846383896741
kidney epithelial cell,9278,0.010870233952266745,0.1774869323881774,0.4134527902506528,0.42917860713234285,0.004953389230486801,0.00502017161588675,0.014895482797847788,0.012966125419772528,0.012066020254277802,1.0854463365525617,0.21008415174885128,0.47420185037305784,0.013735704289399542,0.227088531457959,0.3248927907250929,0.13844509180261802,0.12906680330168355,0.011070171401416994,0.0003697035075724446,0.0006471650048971535,0.010321217072526553,0.029440055593017486,0.06230763862510582,0.0019480832102587058,0.02648568405213863,0.15969988846989586,0.19075644316923054,0.012800989800626076,0.04591058322802061,0.1722540489993596,2.7291892681380854,1.707852673802969,1.1834261960627628,0.20358128690544863,0.14866091881776888,0.22883485529694636,0.35066034177635014,0.04698461087311771,0.39271482215613274,0.004803683640088827,1.4973664478023239,0.5215242459461026,0.1492567790122504,0.1900223487151751,0.5714683725957753,0.20145232853742479,0.24028563062598363,0.2028553106065813,0.021066376038809537,0.23428309901723268,0.21417959364973077,0.32497463834827944,0.10451353272119199,0.12578040511733013,0.014853788516880701,0.001541024743290034,0.0007873309033778907,0.22302548950616335,0.1451346759627569,0.07056011253452733,0.00974350820766695
