dataset,source_index,cell_type,broad_cell_class,tissue,tissue_in_publication,supercluster_term,ROIGroupCoarse,ROIGroupFine,roi,shared_umap_1,shared_umap_2,adora_high_gene,ADORA1_expression,ADORA2A_expression,ADORA2B_expression,ADORA3_expression
Tabula Sapiens,32,B cell,lymphocyte of b lineage,lymph node,Lymph_Node,,,,,12.137984,17.924482,none,0.0,0.0,0.0,0.0
Tabula Sapiens,41,innate lymphoid cell,innate lymphoid cell,lymph node,Lymph_Node,,,,,18.348549,18.865965,none,0.0,0.0,0.0,0.0
Tabula Sapiens,53,"naive thymus-derived CD4-positive, alpha-beta T cell",t cell,lymph node,Lymph_Node,,,,,18.323462,18.584093,none,0.0,0.0,0.0,0.0
Tabula Sapiens,72,innate lymphoid cell,innate lymphoid cell,lymph node,Lymph_Node,,,,,18.359612,18.726067,none,0.0,0.0,0.0,0.0
Tabula Sapiens,117,innate lymphoid cell,innate lymphoid cell,lymph node,Lymph_Node,,,,,18.307777,18.606834,none,0.0,0.0,0.0,0.0
Tabula Sapiens,121,B cell,lymphocyte of b lineage,lymph node,Lymph_Node,,,,,11.978557,17.964062,none,0.0,0.0,0.0,0.0
Tabula Sapiens,123,innate lymphoid cell,innate lymphoid cell,lymph node,Lymph_Node,,,,,18.352991,18.88547,none,0.0,0.0,0.0,0.0
Tabula Sapiens,126,innate lymphoid cell,innate lymphoid cell,lymph node,Lymph_Node,,,,,18.37029,18.760927,none,0.0,0.0,0.0,0.0
Tabula Sapiens,129,plasma cell,lymphocyte of b lineage,lymph node,Lymph_Node,,,,,13.276327,16.346272,none,0.0,0.0,0.0,0.0
Tabula Sapiens,182,innate lymphoid cell,innate lymphoid cell,lymph node,Lymph_Node,,,,,17.9557,19.146166,none,0.0,0.0,0.0,0.0
Tabula Sapiens,214,"CD8-positive, alpha-beta T cell",t cell,lymph node,Lymph_Node,,,,,17.860027,18.381031,none,0.0,0.0,0.0,0.0
Tabula Sapiens,226,innate lymphoid cell,innate lymphoid cell,lymph node,Lymph_Node,,,,,18.280743,18.82261,none,0.0,0.0,0.0,0.0
Tabula Sapiens,285,B cell,lymphocyte of b lineage,lymph node,Lymph_Node,,,,,11.890809,17.994688,none,0.0,0.0,0.0,0.0
Tabula Sapiens,320,innate lymphoid cell,innate lymphoid cell,lymph node,Lymph_Node,,,,,18.188585,18.535467,none,0.0,0.0,0.0,0.0
Tabula Sapiens,331,"CD8-positive, alpha-beta thymocyte",t cell,thymus,Thymus,,,,,17.657906,18.327152,none,0.0,0.0,0.0,0.0
Tabula Sapiens,352,intrahepatic cholangiocyte,duct epithelial cell,liver,Liver,,,,,13.615238,12.834415,none,0.0,0.0,0.0,0.0
Tabula Sapiens,373,intrahepatic cholangiocyte,duct epithelial cell,liver,Liver,,,,,13.589583,12.810407,none,0.5903023,0.0,0.61411595,0.0
Tabula Sapiens,383,myeloid cell,hematopoietic cell,liver,Liver,,,,,18.690828,16.988184,none,0.0,0.0,0.0,0.0
Tabula Sapiens,387,myeloid cell,hematopoietic cell,liver,Liver,,,,,18.445498,17.19084,none,0.0,0.0,0.0,0.0
Tabula Sapiens,389,myeloid cell,hematopoietic cell,liver,Liver,,,,,18.587671,17.03236,none,0.0,0.0,0.0,0.0
Tabula Sapiens,403,myeloid cell,hematopoietic cell,liver,Liver,,,,,18.73867,16.973686,none,0.0,0.0,0.0,0.0
Tabula Sapiens,407,myeloid cell,hematopoietic cell,liver,Liver,,,,,17.958738,16.94602,none,0.0,0.0,0.0,0.0
Tabula Sapiens,412,myeloid cell,hematopoietic cell,liver,Liver,,,,,18.352741,17.214006,none,0.0,0.0,0.0,0.0
Tabula Sapiens,449,erythrocyte,erythroid lineage cell,heart,Heart,,,,,15.300669,14.0674,none,0.0,0.0,0.0,0.0
Tabula Sapiens,457,regular atrial cardiac myocyte,contractile cell,heart,Heart,,,,,15.356002,14.081737,none,0.0,0.0,0.0,0.0
Tabula Sapiens,462,mesothelial cell,meso-epithelial cell,heart,Heart,,,,,14.076029,13.459827,none,0.0,0.0,0.0,0.0
Tabula Sapiens,536,neutrophil,granulocyte,lung,Lung,,,,,14.207602,17.009428,none,0.0,0.0,0.0,0.0
Tabula Sapiens,548,macrophage,myeloid leukocyte,lung,Lung,,,,,18.575945,15.984203,none,0.0,0.0,0.0,0.34119505
Tabula Sapiens,577,non-classical monocyte,myeloid leukocyte,lung,Lung,,,,,18.6363,15.91203,none,0.0,0.0,0.0,0.0
Tabula Sapiens,585,macrophage,myeloid leukocyte,lung,Lung,,,,,17.766771,16.592781,ADORA3,0.0,0.0,0.0,1.9360327
Tabula Sapiens,599,non-classical monocyte,myeloid leukocyte,lung,Lung,,,,,18.326124,15.887011,none,0.0,0.0,0.0,0.0
Tabula Sapiens,614,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.106663,14.421892,none,0.0,0.0,0.0,0.0
Tabula Sapiens,641,pericyte,contractile cell,muscle of abdomen,Muscle,,,,,14.60269,14.109263,none,0.0,0.0,0.0,0.0
Tabula Sapiens,644,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.880709,14.315352,none,0.0,0.0,0.0,0.0
Tabula Sapiens,670,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.119936,14.205494,none,0.0,0.0,0.0,0.0
Tabula Sapiens,690,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.324694,14.13873,none,0.0,0.0,0.0,0.0
Tabula Sapiens,693,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.630617,13.951523,none,0.0,0.0,0.0,0.0
Tabula Sapiens,695,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.699843,13.086861,none,0.0,0.0,0.0,0.0
Tabula Sapiens,696,skeletal muscle satellite stem cell,stem cell,muscle of abdomen,Muscle,,,,,13.23202,13.673904,none,0.0,0.0,0.0,0.0
Tabula Sapiens,700,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.941394,14.150024,none,0.0,0.0,0.0,0.0
Tabula Sapiens,707,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.559487,14.562754,none,0.0,0.0,0.0,0.0
Tabula Sapiens,714,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.44565,13.689244,none,0.0,0.0,0.0,0.0
Tabula Sapiens,760,pericyte,contractile cell,muscle of abdomen,Muscle,,,,,13.780582,14.020524,none,0.0,0.0,0.0,0.0
Tabula Sapiens,777,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.196813,14.468218,none,0.0,0.0,0.0,0.0
Tabula Sapiens,795,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.278838,14.400855,none,0.0,0.0,0.0,0.0
Tabula Sapiens,800,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.283229,14.67639,none,0.0,0.0,0.0,0.0
Tabula Sapiens,801,mesenchymal stem cell,stem cell,muscle of abdomen,Muscle,,,,,13.086964,14.420282,none,0.0,0.0,0.0,0.0
Tabula Sapiens,817,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.03655,14.408351,none,0.0,0.0,0.0,0.0
Tabula Sapiens,830,pericyte,contractile cell,muscle of abdomen,Muscle,,,,,13.16184,14.2840805,none,0.0,0.0,0.0,0.0
Tabula Sapiens,831,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.765656,13.850351,none,0.0,0.0,0.0,0.0
Tabula Sapiens,832,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.665357,14.254408,none,0.0,0.0,0.0,0.0
Tabula Sapiens,835,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,14.260491,13.825426,none,0.0,0.0,0.0,0.0
Tabula Sapiens,836,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.120662,14.300645,none,0.0,0.0,0.0,0.0
Tabula Sapiens,871,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.393284,13.918878,none,0.0,0.0,0.0,0.0
Tabula Sapiens,892,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.226717,14.23779,none,0.0,0.0,0.0,0.0
Tabula Sapiens,898,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.826288,14.274755,none,0.0,0.0,0.0,0.0
Tabula Sapiens,947,natural killer cell,innate lymphoid cell,spleen,Spleen,,,,,17.713762,18.551851,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1013,mature NK T cell,t cell,spleen,Spleen,,,,,17.66419,18.63952,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1064,mature NK T cell,t cell,spleen,Spleen,,,,,17.868055,18.63421,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1085,mature NK T cell,t cell,spleen,Spleen,,,,,17.709675,18.52426,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1265,fast muscle cell,contractile cell,muscle of abdomen,Muscle,,,,,13.040461,14.595166,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1270,slow muscle cell,contractile cell,muscle of abdomen,Muscle,,,,,18.592413,12.636634,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1286,pericyte,contractile cell,muscle of abdomen,Muscle,,,,,13.194568,13.782657,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1293,slow muscle cell,contractile cell,muscle of abdomen,Muscle,,,,,13.561048,13.233141,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1318,pericyte,contractile cell,muscle of abdomen,Muscle,,,,,13.218439,13.706927,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1334,fast muscle cell,contractile cell,muscle of abdomen,Muscle,,,,,19.495975,12.78836,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1339,fast muscle cell,contractile cell,muscle of abdomen,Muscle,,,,,13.63255,14.311065,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1346,capillary endothelial cell,endothelial cell,muscle of abdomen,Muscle,,,,,13.115901,14.458941,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1349,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,12.943152,14.59202,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1352,slow muscle cell,contractile cell,muscle of abdomen,Muscle,,,,,18.695774,12.782422,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1353,slow muscle cell,contractile cell,muscle of abdomen,Muscle,,,,,13.911189,13.236797,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1360,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.07331,14.563903,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1377,slow muscle cell,contractile cell,muscle of abdomen,Muscle,,,,,19.089527,12.724493,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1380,slow muscle cell,contractile cell,muscle of abdomen,Muscle,,,,,13.436523,13.698217,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1401,slow muscle cell,contractile cell,muscle of abdomen,Muscle,,,,,13.650385,13.265039,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1404,slow muscle cell,contractile cell,muscle of abdomen,Muscle,,,,,13.571954,13.247267,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1465,fast muscle cell,contractile cell,muscle of abdomen,Muscle,,,,,17.447533,11.625667,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1466,slow muscle cell,contractile cell,muscle of abdomen,Muscle,,,,,13.148409,14.437534,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1468,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.221367,14.403917,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1475,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.6895485,13.289975,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1493,mesenchymal stem cell,stem cell,muscle of abdomen,Muscle,,,,,13.250323,14.321025,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1511,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.719244,13.250372,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1529,skeletal muscle satellite stem cell,stem cell,muscle of abdomen,Muscle,,,,,13.18926,13.632026,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1542,tendon cell,stromal cell,muscle of abdomen,Muscle,,,,,13.602836,13.653856,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1546,slow muscle cell,contractile cell,muscle of abdomen,Muscle,,,,,18.588442,12.737313,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1613,"CD4-positive, alpha-beta T cell",t cell,bone marrow,Bone_Marrow,,,,,17.67005,18.493073,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1624,monocyte,myeloid leukocyte,bone marrow,Bone_Marrow,,,,,15.339747,14.180265,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1646,monocyte,myeloid leukocyte,bone marrow,Bone_Marrow,,,,,15.37739,14.111522,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1665,erythroid progenitor cell,stem cell,bone marrow,Bone_Marrow,,,,,17.402517,19.821133,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1669,monocyte,myeloid leukocyte,bone marrow,Bone_Marrow,,,,,15.361082,14.186605,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1678,"CD8-positive, alpha-beta T cell",t cell,bone marrow,Bone_Marrow,,,,,17.742529,18.342655,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1714,"CD4-positive, alpha-beta T cell",t cell,bone marrow,Bone_Marrow,,,,,17.89392,18.424154,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1750,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,13.598045,12.326248,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1753,ciliated epithelial cell,ciliated epithelial cell,uterus,Uterus,,,,,14.228472,12.482664,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1756,epithelial fate stem cell,stem cell,uterus,Uterus,,,,,14.030304,12.554377,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1765,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,15.23351,14.142802,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1768,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,15.104226,13.221477,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1775,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,13.688763,12.0043545,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1778,epithelial fate stem cell,stem cell,uterus,Uterus,,,,,13.72597,12.927957,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1780,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,13.715,12.855208,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1794,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,13.469159,12.261441,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1802,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,15.220535,13.1456,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1815,ciliated epithelial cell,ciliated epithelial cell,uterus,Uterus,,,,,14.946041,12.8088255,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1830,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,14.827787,13.090972,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1833,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,13.867487,12.825737,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1842,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,15.155498,13.203136,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1843,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,13.904963,12.698762,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1845,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,15.303353,14.008997,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1848,endothelial cell of lymphatic vessel,endothelial cell,uterus,Uterus,,,,,14.719028,13.788223,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1852,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,13.538508,12.65061,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1854,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,13.747823,12.076277,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1861,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,13.449484,12.3187,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1863,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,14.118148,12.290707,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1865,ciliated epithelial cell,ciliated epithelial cell,uterus,Uterus,,,,,14.107654,12.703058,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1866,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,14.074371,12.720304,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1880,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,13.486452,12.462698,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1881,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,14.479148,12.405653,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1882,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,13.631042,12.68676,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1889,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,15.088455,13.481473,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1892,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,15.357428,13.382913,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1901,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,14.976738,13.33966,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1904,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,14.968047,13.175848,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1910,endothelial cell of lymphatic vessel,endothelial cell,uterus,Uterus,,,,,14.085442,14.563101,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1917,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.969986,15.481166,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1918,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.308278,14.070936,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1919,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.412417,14.105834,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1920,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,17.33012,17.325268,none,0.0,0.018735666,0.0,0.0
Tabula Sapiens,1921,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.187063,13.417203,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1923,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.381788,14.241406,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1924,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,17.763723,17.68421,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1927,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,17.65495,17.734367,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1930,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.427601,14.1355295,ADORA1,0.7922804,0.0,0.0,0.0
Tabula Sapiens,1932,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,17.321028,17.363338,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1934,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.480354,14.159965,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1935,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,17.401527,17.293884,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1938,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,17.547888,17.564283,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1940,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.360711,14.218695,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1942,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,16.883598,16.599264,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1943,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.422496,14.053296,ADORA1,0.7669786,0.0,0.0,0.0
Tabula Sapiens,1944,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,17.20177,17.050014,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1946,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,16.93958,16.733292,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1949,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,17.770506,17.858212,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1951,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,17.561157,17.710863,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1954,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,16.502462,16.20002,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1955,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.411854,14.202727,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1956,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.40062,14.142574,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1959,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.361976,14.123456,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1960,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.325621,14.1458845,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1962,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,16.964834,16.684864,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1963,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.360553,14.047755,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1964,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.165404,13.952706,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1965,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.462632,14.134959,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1968,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,17.46759,17.426094,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1970,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,17.036783,16.806625,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1971,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,17.547237,18.145103,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1973,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,16.57568,16.187855,none,0.0081697665,0.0,0.0,0.0
Tabula Sapiens,1975,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.379153,14.145368,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1976,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.252307,14.191735,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1977,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,16.47016,16.081417,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1978,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,16.89056,16.530428,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1980,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,17.490755,17.663492,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1981,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.340819,14.040028,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1982,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.265696,14.525371,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1983,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,17.936092,17.704357,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1985,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.278251,14.258573,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1987,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,16.97548,16.831884,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1988,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,15.428944,13.969197,none,0.0,0.0,0.0,0.6968931
Tabula Sapiens,1989,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,17.27246,17.211702,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1992,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,17.878756,17.806793,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2045,macrophage,myeloid leukocyte,muscle of abdomen,Muscle,,,,,18.927023,16.823488,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2121,myeloid dendritic cell,dendritic cell,muscle of abdomen,Muscle,,,,,18.735445,16.691113,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2168,endothelial cell of vascular tree,endothelial cell,muscle of abdomen,Muscle,,,,,14.616793,14.392582,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2234,smooth muscle cell,contractile cell,ovary,Ovary,,,,,0.08081339,14.874728,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2256,smooth muscle cell,contractile cell,ovary,Ovary,,,,,-0.18148158,14.825233,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2265,smooth muscle cell,contractile cell,ovary,Ovary,,,,,0.22912072,14.607277,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2304,smooth muscle cell,contractile cell,ovary,Ovary,,,,,-0.09777587,14.882791,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2319,leukocyte,hematopoietic cell,ovary,Ovary,,,,,17.274456,18.895674,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2329,smooth muscle cell,contractile cell,ovary,Ovary,,,,,-0.14014749,14.908476,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2356,leukocyte,hematopoietic cell,ovary,Ovary,,,,,17.344791,18.750166,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2428,smooth muscle cell,contractile cell,ovary,Ovary,,,,,0.029146178,14.741723,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2476,leukocyte,hematopoietic cell,ovary,Ovary,,,,,17.27922,18.89606,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2501,leukocyte,hematopoietic cell,ovary,Ovary,,,,,17.182377,18.899576,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2509,leukocyte,hematopoietic cell,ovary,Ovary,,,,,17.436415,18.717651,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2554,stromal cell,stromal cell,ovary,Ovary,,,,,15.228053,14.039356,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2623,leukocyte,hematopoietic cell,ovary,Ovary,,,,,17.225327,18.860382,none,0.0,0.07036115,0.0,0.0
Tabula Sapiens,2634,leukocyte,hematopoietic cell,ovary,Ovary,,,,,17.201086,18.764862,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2639,smooth muscle cell,contractile cell,ovary,Ovary,,,,,-0.12312978,14.837212,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2660,leukocyte,hematopoietic cell,ovary,Ovary,,,,,17.278177,19.008617,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2669,leukocyte,hematopoietic cell,ovary,Ovary,,,,,17.252165,18.91604,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2677,theca cell,stromal cell,ovary,Ovary,,,,,6.9119105,13.123072,none,0.0,0.0,0.0,0.0
Tabula Sapiens,2683,smooth muscle cell,contractile cell,ovary,Ovary,,,,,-0.112170205,14.877964,none,0.0,0.0,0.0,0.0
